model,ctx,layer,head,L,tau,tau_nosink,ladder_bits,ladder_bits_a_only,w_cv,top1,n95,eff_frac,entropy,c1_abs,c1_rel,alpha1,resid1_abs,evict_beats_b1,spearman_top_b1,c2_abs,c2_rel,alpha2,resid2_abs,evict_beats_b2,spearman_top_b2,c3_abs,c3_rel,alpha3,resid3_abs,evict_beats_b3,spearman_top_b3,c4_abs,c4_rel,alpha4,resid4_abs,evict_beats_b4,spearman_top_b4,c5_abs,c5_rel,alpha5,resid5_abs,evict_beats_b5,spearman_top_b5,c6_abs,c6_rel,alpha6,resid6_abs,evict_beats_b6,spearman_top_b6,c8_abs,c8_rel,alpha8,resid8_abs,evict_beats_b8,spearman_top_b8,err_wf1,err_uniform1,err_evict1,gain_u1,gain_e1,gain_best1,in_band1,evict_frac1,mean_bits1,lin_ratio1,err_wf2,err_uniform2,err_evict2,gain_u2,gain_e2,gain_best2,in_band2,evict_frac2,mean_bits2,lin_ratio2,err_wf3,err_uniform3,err_evict3,gain_u3,gain_e3,gain_best3,in_band3,evict_frac3,mean_bits3,lin_ratio3,err_wf4,err_uniform4,err_evict4,gain_u4,gain_e4,gain_best4,in_band4,evict_frac4,mean_bits4,lin_ratio4,prompt,step,synthetic,quantized,norm_correct,corpus_offset,corpus_spliced,needle_tok,needle_start,needle_end,needle_mass,needle_hit
llama33-70b,131072,1,34,120604.5,3.930370129739764,3.9296047373516663,5.680022285115748,5.670325495033669,0.18670908357221377,0.37252370060809703,10598.0,0.08786635437020435,5.943918485732245,3.3196517396164027,0.21446817602455231,0.878480790933488,3.133774706521127,1.0,0.27237385234607236,1.0493175837251885,0.06677768386190908,0.9822800280696677,1.0413177003473633,1.0,0.48578510216579723,0.2989007768597771,0.019226159715957522,0.9955231149086556,0.29835271180460654,0.0,0.6793461453727898,0.08196512970290325,0.005237689425319648,0.9980116736768612,0.08193316987901378,0.0,0.8583656914730544,0.021565877836946624,0.0013821930515857284,0.9993036578674648,0.021557942503702424,0.0,0.950417646923128,0.005580757084701269,0.00035929010742338286,0.9998412108959644,0.005580526921428029,0.0,0.9845207464114328,0.0003571424601925184,2.2979359985797266e-05,0.9999898707573651,0.00035713641303814403,0.0,0.9988420787393453,0.01637499578393204,1.0569282789282535,0.034236618951079774,62.064589930751765,2.066433985105694,2.066433985105694,1.0,0.8279660456606512,1.0000041453526451,1.5372548316243704,0.006230508502109027,0.6573882183881462,0.009225385262718742,93.84147475160864,1.2999009484352968,1.2999009484352968,0.0,0.6870621152043048,2.000004145352645,0.5844977646159104,0.005374177217892369,0.22419781629920577,0.005641044081264118,46.40313882722831,1.01962200631668,1.01962200631668,0.0,0.5583175070242357,3.0,0.6332840816330567,0.005367424831152826,0.12908416223889657,0.005367656923484648,21.906534947898656,0.9966902859824518,0.9966902859824518,0.0,0.4333653917902714,4.000008292492806,0.6901775396426292,1.5,3.5,0.0,0.0,1.0,205885.5,0.0,-1.0,-1.0,-1.0,8.379747763966522e-06,0.0
llama33-70b,131072,1,35,120604.5,4.0010446231676715,4.00041253327151,5.782850049751481,5.7722872362194515,0.18698789041784147,0.12869382547113267,15096.0,0.12516063774220026,8.146327862119106,3.0007247129672128,0.18755071161879022,0.9186427857756638,2.845760774629672,1.0,0.2542162117230562,0.9206091460447385,0.057837520563280995,0.9958292168669596,0.9204162484255278,0.0,0.4711887317649652,0.26659985344567705,0.016578293933556965,1.0004927335477087,0.2665848047101599,0.0,0.6709499151223637,0.07317030198402077,0.004533561333118373,0.9992736069443744,0.07313753769994415,0.0,0.8473407815077599,0.019311799467234828,0.0011929732110537074,0.9995557437541007,0.019305250996505742,0.0,0.9461033498472695,0.00497417953322855,0.00030881114028332617,0.9998565445440808,0.004973446227427478,0.0,0.9829078379950686,0.00032100389881493637,1.983256485732107e-05,0.9999930133625343,0.00032100029238943406,0.0,0.9986939107690977,0.012711943034766162,0.3726591892451172,0.02951561225916608,31.053678150222517,2.3518145125657046,2.3518145125657046,1.0,0.8243841656530585,1.0000082921490074,2.9223485405699496,0.002882111573221704,0.23890586465845942,0.006330344861731434,82.09679668472543,2.137751996223071,2.137751996223071,1.0,0.6862323091438065,2.0,0.6502108759325675,0.0020584803549215267,0.09280705355356635,0.00235530708033721,42.328843779941444,1.151335486666798,1.151335486666798,0.0,0.5585994275763724,3.0000082908427665,0.683504124612103,0.0020263946331918275,0.03879993836637333,0.0020385739761203947,19.053740614084205,1.0056611506051958,1.0056611506051958,0.0,0.4318605788762406,4.0,0.7956307970616702,1.5,3.5,0.0,0.0,1.0,205885.5,0.0,-1.0,-1.0,-1.0,1.6575974717461888e-05,0.0
llama33-70b,131072,1,36,120604.5,3.4549411841278266,3.4544081521675913,4.9912026054274055,4.984426512904257,0.18671302703107823,0.08858547429089608,18615.5,0.15435927617243167,8.75119463948122,2.2410837804050674,0.17241013509487785,0.8683196921531804,1.9662314813326067,1.0,0.2883773528527869,0.6830894253816551,0.051712842883410666,0.9783948998989813,0.6688992988906488,0.0,0.4738014643733277,0.20042641929425437,0.015053539645580592,0.9943740668957248,0.1996519040989866,0.0,0.6905411120093041,0.05470312449567662,0.004110404543602433,0.9969681127931833,0.05448109980344956,0.0,0.8628415434849322,0.014437430015451079,0.001090496807254056,0.9989838916595971,0.014419947995251859,0.0,0.951143497594088,0.0037470471878657567,0.00028141566149021864,0.9997632958515994,0.003745414664378806,0.0,0.9852157028748142,0.00023824599204388264,1.7985747689911458e-05,0.9999830372393046,0.00023823796142908769,0.0,0.9988763002411889,0.01100387660951516,0.27831966794811125,0.027362485054620897,23.36993634639741,2.4710321807558455,2.4710321807558455,1.0,0.8172825010871976,1.0000082911177461,3.5961654823492752,0.002598234279567237,0.15910298958505792,0.006484717103101695,63.56994269241074,2.6285821502251037,2.6285821502251037,1.0,0.6735173623392738,2.000004145352645,0.842709077936669,0.0015045018583556154,0.05396022314174796,0.0023186768464544495,36.05532771185184,1.4982162564626411,1.4982162564626411,0.0,0.5407410171571676,3.0,0.8007075785105151,0.0013934899146399917,0.024361413000442013,0.0014803834820570892,16.1493392993268,1.0565564334286286,1.0565564334286286,0.0,0.4100136008605557,4.000008292492806,0.934016015857684,1.5,3.5,0.0,0.0,1.0,205885.5,0.0,-1.0,-1.0,-1.0,2.187514194018792e-05,0.0
llama33-70b,131072,1,37,120604.5,2.7962264604741196,2.795089034415647,4.027988420756007,4.034102047728512,0.18203877343525982,0.915712561397096,63.5,0.0005265337239794777,0.919234890911848,3.710014031179286,0.4936705132423407,0.8236598114704329,3.545684180563179,1.0,0.18157815364079333,1.1714795722253069,0.15689690470330453,0.9544668729164489,1.1476028956328008,1.0,0.37900303116456957,0.33215970441694387,0.04379930291702988,0.986696159592628,0.3308592289318424,0.0,0.6677271224465728,0.09020945293183397,0.011825874094268017,0.9949116439118588,0.09010858116062084,0.0,0.853317072828095,0.02379187607142566,0.00310752077910814,0.9987722057571085,0.02378650719950278,0.0,0.9481138687265125,0.006114244458011729,0.0008061984581996763,0.9997378856452235,0.006113969029215792,0.0,0.9844682580260613,0.00039338125310002384,5.170473513941755e-05,0.999992977782466,0.00039338030271952765,0.0,0.9987890461028899,0.0447444641790746,10.099300073430417,0.07537476230615142,239.06695338265905,1.8015222363930663,1.8015222363930663,0.0,0.8206731287468596,1.0000041453526451,0.4120369229764467,0.013948361138358026,1.098229317549507,0.029084891840817757,87.9988681194013,2.112647485278277,2.112647485278277,1.0,0.6660350947584692,2.000004145352645,0.6151574702352831,0.006568284682994735,0.37203237141598866,0.012440043665963565,44.74080758449392,1.6658305628535741,1.6658305628535741,0.0,0.5248461960582678,3.000004145352645,0.6531493256025974,0.006080738498806712,0.16118925284740523,0.0067249485261277435,25.374606026723654,1.0903317053139383,1.0903317053139383,0.0,0.39408989666752603,4.000004145490122,0.5945668447990597,1.5,3.5,0.0,0.0,1.0,205885.5,0.0,-1.0,-1.0,-1.0,1.5869301754002265e-06,0.0
llama33-70b,131072,1,38,120604.5,4.006793038141684,4.006029137615459,5.7859933206405305,5.7805804459954295,0.18634276476564263,0.2910582684783146,9665.0,0.08014029734413479,6.500316291507508,3.5422172007690556,0.21860352421830412,0.8759815522459298,3.1904859005191106,1.0,0.2708319229533781,1.1222194063823436,0.06812504635231109,0.9677323461561071,1.0955713825714346,1.0,0.47540261270182244,0.3268506709155478,0.019924174711674472,0.9908602022282602,0.32492920330808583,0.0,0.6919864780714373,0.08996181044339871,0.005461958171881244,0.996392100229578,0.08962618403585265,0.0,0.8602210899121867,0.023786482647264545,0.0014428784747860383,0.9988590267819831,0.0237676116669674,0.0,0.9527836586011149,0.006152073496998755,0.0003732576329627487,0.9997459866095431,0.0061507504059927255,0.0,0.9855394009124776,0.00039321155409315577,2.3877817394467736e-05,0.9999862865007474,0.00039320930740489944,0.0,0.9989223262966117,0.010631768242534714,0.7177862269940596,0.020329692528148834,67.43665649843035,1.933739408211001,1.933739408211001,0.0,0.8335323495741459,1.000008291530202,1.3857717207165097,0.003380894483010023,0.40865201946708246,0.005687888486080131,115.23890570856926,1.383694806690189,1.383694806690189,0.0,0.6921195474732968,2.000004145352645,0.46382362814416167,0.0026645645144913214,0.12657600437672079,0.00283010965218128,41.61513253111123,1.0243913193166325,1.0243913193166325,0.0,0.560191382816897,3.0,0.693783316400867,0.002709496864099387,0.07170885758017304,0.0026772614783171274,22.786342090545425,0.9999388954566466,0.9999388954566466,0.0,0.43291848261498017,4.0,0.6648517521788175,1.5,3.5,0.0,0.0,1.0,205885.5,0.0,-1.0,-1.0,-1.0,1.0138060431608775e-05,0.0
llama33-70b,131072,1,39,120604.5,4.40916241967607,4.408639257998342,6.37165738159559,6.3610767573406495,0.18628386675534125,0.11910135411934605,17893.5,0.14836823187383263,8.544249131420182,4.008288331317745,0.19418086961150638,0.8796568764222921,3.7270970128131893,1.0,0.18956515349936626,1.2135445087573271,0.05854979586988115,0.9890119345467575,1.2123535202145161,1.0,0.354774349259753,0.3457418651884408,0.016744099466422052,0.9989621050712814,0.3457334870092338,0.0,0.5831338868109539,0.09434974056475201,0.004585810967980472,0.998713426736342,0.094321127064497,0.0,0.7923677748293263,0.024830978989239957,0.0011998758831767964,0.9994142461247572,0.024826890338419425,0.0,0.9229795167773566,0.0063861248025172835,0.00031006267390397836,0.9998373657452477,0.006386016306585468,0.0,0.975172772291361,0.00041131297453083086,1.9975261016266548e-05,0.9999844301523213,0.00041131282611872144,0.0,0.9980695494145325,0.018276015813417333,0.3804936321969965,0.04850835687244108,20.936261792260147,2.6629628122202966,2.6629628122202966,1.0,0.8287632103504468,1.0000041453526451,4.118370016234872,0.0034947589911603913,0.20534914280368116,0.007277391951037491,60.90508844914743,2.1255879582100263,2.1255879582100263,1.0,0.6994552047788055,2.0000082912552224,0.8885459488702858,0.001940334153268445,0.0782981917559395,0.002555431117516811,42.91434605869966,1.1816461708715151,1.1816461708715151,0.0,0.5730974273088307,3.000008291530202,0.6740638853452299,0.0018876817409443614,0.03126613028708172,0.0018855110753081086,16.61076065018029,1.002509903231385,1.002509903231385,0.0,0.4527662855579415,4.000008291530202,0.9122311500003251,1.5,3.5,0.0,0.0,1.0,205885.5,0.0,-1.0,-1.0,-1.0,1.2781331373196154e-05,0.0
llama33-70b,131072,1,40,120604.5,5.259544005852981,5.259124215041732,7.616319229556851,7.587918054581369,0.2920873288013002,0.004751289954363894,17607.0,0.14599193911061265,9.276352816717822,6.081247043956548,0.20278667140596773,0.8270240049942024,5.122779848653339,1.0,0.152546928170523,1.8761217737309037,0.063225732513302,0.9498645363910665,1.8038095284464484,1.0,0.33336593220184474,0.5413836840120461,0.018346027033773055,0.9754418624551318,0.530787815461114,0.0,0.5466287106867084,0.1427481749902352,0.004862914631772036,0.991577133937807,0.14181903981653454,0.0,0.7620052251573575,0.037253621489175485,0.0012580974163625565,0.9980178038653833,0.03722193155995865,0.0,0.9036376628259966,0.00955040198485304,0.0003213406351123548,0.9995610095451465,0.009547693289737775,0.0,0.968948871323079,0.0006136283573705645,2.0572854913466346e-05,0.9999600760368144,0.0006135764004020402,0.0,0.9975387910442,0.02535825088589992,0.6710271071475304,0.052326214766222165,27.0095739898809,2.0678671813834684,2.0678671813834684,1.0,0.8396875652804217,1.000004145765101,3.1467961846728176,0.003900202267996916,0.2404949246138185,0.0073352516308981125,54.435239742906376,1.7283946134058978,1.7283946134058978,0.0,0.7124531320177614,2.0,1.0178144403221128,0.0025362423915179953,0.10866682596567401,0.002593484604554158,41.478659609999454,1.014895514927251,1.014895514927251,0.0,0.5948538930134888,3.0000082912552224,0.7220252050813469,0.0025503366275612957,0.04323533949318831,0.0025453790927884388,15.667422807550583,0.9999721759908676,0.9999721759908676,0.0,0.4673637223928639,4.0,0.9902929908020397,1.5,3.5,0.0,0.0,1.0,205885.5,0.0,-1.0,-1.0,-1.0,1.0879366920761656e-05,0.0
llama33-70b,131072,1,41,120604.5,4.182052348560553,4.181736469988232,6.065699068591505,6.033426184006354,0.29788989497177487,0.005037346703438956,25005.0,0.20734003905842838,9.90267200617231,2.488668157480037,0.13805663473720092,0.8306271099620874,1.803555941366491,1.0,0.22916188578675473,0.6533896369797672,0.036004430119538085,0.95194129644026,0.5902591577698395,0.0,0.33813682136114737,0.1942471591967354,0.010728831763843153,0.9835019983692603,0.17987312766874966,0.0,0.5260921052809363,0.052250832815988885,0.0028917686162542927,0.9962200574347232,0.05022145863231306,0.0,0.7474377533256573,0.013241763583385783,0.000736973444317271,0.9993762451638764,0.013125450289466215,0.0,0.8971986459981727,0.0033849779831940643,0.0001875276141181273,0.9998500528862868,0.0033815070397467846,0.0,0.9680368709964087,0.0002167425606381271,1.195950265932468e-05,0.9999846698724586,0.00021673730725121137,0.0,0.9973195669547934,0.0298415243036751,0.2878336075626754,0.17492270123308193,9.492846411344212,6.038321039782394,5.94858563710027,1.0,0.7984434799003177,1.0,2.592419808959418,0.004569684110596039,0.09600845235095481,0.01221871246845994,21.161031113554365,2.693948303997236,2.693948303997236,1.0,0.6925465432621742,2.0000082916677053,2.188001296896225,0.001279246549095741,0.03561473590141073,0.0019549732931359964,28.253834292124232,1.6036049558575938,1.6036049558575938,0.0,0.5780113080029297,3.0,1.0189617547281449,0.0011262920362138673,0.018642773502004932,0.001170170356883095,16.903889285467585,1.0171072060272228,1.0171072060272228,0.0,0.43371698085365834,4.000004145352645,0.9047272525533966,1.5,3.5,0.0,0.0,1.0,205885.5,0.0,-1.0,-1.0,-1.0,3.3503006561157685e-05,0.0
llama33-70b,131072,1,42,120604.5,5.617515736556242,5.617130418426072,8.128682798955992,8.104362095245403,0.29438127223167454,0.00280713045931358,17460.5,0.14476106041351183,9.279312818851768,3.5520386256710346,0.10693189289253852,0.8788771714507742,2.989855200775682,1.0,0.08634182150744385,0.9864839618199254,0.030012795599996797,0.979015207262921,0.9677971222439786,0.0,0.3756470515562795,0.29263553124119507,0.00900316388165652,0.9928222135725004,0.2905197956725009,0.0,0.6239738475662884,0.08120006790446202,0.0024719262099235973,0.9987190656394114,0.08088546198019117,0.0,0.8073123127414354,0.0214908216876978,0.0006458284449503575,1.0000383216999325,0.021466150563911802,0.0,0.9296105322873578,0.005530750824717339,0.00016585958228634455,0.9999829126479114,0.005530594137062254,0.0,0.9769243063014026,0.0003551614294822889,1.0642415893292963e-05,0.9999987571528225,0.0003551479001701734,0.0,0.9983153157881981,0.022465753628431836,0.5400352251299902,0.05778674922384543,24.68083625600911,2.5619196050838475,2.5619196050838475,1.0,0.8298409547427116,1.0000082912552224,2.8994008525442503,0.0031279945095117087,0.195731837618513,0.00715103031075797,61.09907971719472,2.340668345485307,2.340668345485307,1.0,0.7004867559686068,2.0000082912552224,0.8550760636844528,0.00212531362009463,0.07568203728436937,0.002142471106541839,37.16082054959068,1.0176800106681874,1.0176800106681874,0.0,0.5962857304160863,3.0000000000000004,0.7749386865972803,0.0021179691635655855,0.030987244199811637,0.0021193912445530154,15.603990560570498,0.9999107926689978,0.9999107926689978,0.0,0.45783857627829216,4.0,0.9897333266708392,1.5,3.5,0.0,0.0,1.0,205885.5,0.0,-1.0,-1.0,-1.0,1.4488146813669658e-05,0.0
llama33-70b,131072,1,43,120604.5,3.7049428729938647,3.7044642346004184,5.3809876764612765,5.345102709645156,0.291628384376157,0.05412238280550466,24281.0,0.2013132912704269,9.311150932134321,3.3134861057045253,0.2289674688668203,0.8142163817323997,2.8393955476396506,1.0,0.22500023987362586,1.0550326868852573,0.07639507026015044,0.9251710337325769,1.0166052628681603,1.0,0.3679753196805646,0.31003304058777975,0.02304484224522108,0.9643595102598483,0.3035928962954145,0.0,0.5915570283590394,0.08356460626631348,0.006172462451109182,0.9870832995499368,0.0820483143187853,0.0,0.7959524074991285,0.021786196608555446,0.001597379089935065,0.9967164289389485,0.021616969948365858,0.0,0.9181286566510833,0.005585274940474597,0.0004018885153748797,0.999309371815405,0.005584864641298483,0.0,0.9736966195024663,0.0003586839687453275,2.5755788837530263e-05,0.9999589685259109,0.0003586738217225342,0.0,0.9979449423639216,0.05807995480387352,0.502489912352382,0.14500744943499988,8.76535229652092,2.4742848310664294,2.4742848310664294,1.0,0.8170763062075153,1.0,5.516101459217686,0.008724658877895813,0.17234523477679714,0.026089723478707666,19.901698949889777,2.9077760376052626,2.9077760376052626,1.0,0.6866023779426293,2.0000082912552224,2.6075678102243245,0.002053453570997142,0.07804261614553615,0.004153849373578342,39.13419491284213,2.1215037698914703,2.1215037698914703,1.0,0.5707166607242063,3.000004145352645,0.7609335966578217,0.0014994606252094228,0.023099965493589125,0.0015870855524448444,14.813493243466032,1.0594750262157442,1.0594750262157442,0.0,0.44272898301045127,4.00000829070529,1.04725838716399,1.5,3.5,0.0,0.0,1.0,205885.5,0.0,-1.0,-1.0,-1.0,2.8315552032515534e-05,0.0
llama33-70b,131072,1,44,120604.5,4.5950131298563175,4.594612418102314,6.651070863409596,6.629202655263383,0.2982156377295403,0.009433134502805113,20665.0,0.17133594955494874,9.434486911851096,3.2539627879400292,0.15099466428016722,0.9336781511609078,3.113791514086289,1.0,0.19985892218393192,1.0143824949244498,0.04458362280368758,0.9693982038348948,0.9937231046328767,1.0,0.36127659002551854,0.3015875104349032,0.013332755665859473,0.9898979951604706,0.30003958170387524,0.0,0.560035759046598,0.08411578126030636,0.0036712961748458926,0.9979138273527958,0.08401164728418586,0.0,0.782025159660413,0.02215916484267362,0.0009719725388538879,0.9997591875930084,0.02215723181531723,0.0,0.9151465203692388,0.0057676825551063945,0.00025248814118061043,0.9999682050426649,0.005767629099575358,0.0,0.9721413096074525,0.00036833251421830376,1.612417904963174e-05,0.9999970662299876,0.0003683309650008603,0.0,0.9977952697673527,0.03193674069988503,0.42298045310778776,0.07751474302808938,13.357972856355598,2.459925561769035,2.459925561769035,1.0,0.8241888541554383,1.0,3.92681114496764,0.004487779301161955,0.15677348729899826,0.011913797270602839,35.45367863985368,2.665656700422213,2.665656700422213,1.0,0.6948389520825913,2.0000082907052903,1.4363240518740594,0.0021251870532430243,0.0631312848224667,0.0025178372854312145,28.528808962235992,1.1509963088044777,1.1509963088044777,0.0,0.5868186268685123,3.000004145352645,1.0176367719104231,0.002038587655173607,0.03317495252310839,0.002053577355749233,16.5730907521642,1.0041606410178705,1.0041606410178705,0.0,0.4535682030044403,4.0,0.9130076617189709,1.5,3.5,0.0,0.0,1.0,205885.5,0.0,-1.0,-1.0,-1.0,1.3367465464482282e-05,0.0
llama33-70b,131072,1,45,120604.5,4.394608929149541,4.394132762027428,6.36724556479199,6.340080508730402,0.2966516247684342,0.023244276734144656,18128.5,0.15031423870689797,9.038788064091438,4.119651161532035,0.20034959863463742,0.9055658921005583,3.9470417950293846,1.0,0.19084527993782338,1.3107827194286155,0.06454592910883297,0.9726790539086134,1.270522674199987,1.0,0.38995615621456636,0.3845099337011075,0.01913694045435984,0.9860478112234741,0.37638601215981704,0.0,0.6193737270551629,0.10405663766483268,0.005188405160402712,0.9973732883134151,0.10315244589659642,0.0,0.8154374045540278,0.027532321473625082,0.001346293956786712,0.9998655499483186,0.027529660563788465,0.0,0.9317078641281213,0.007075930833021831,0.00034553758612532876,0.9999487479805219,0.007075503316859029,0.0,0.9791763627348959,0.0004536672024409218,2.1962180068861363e-05,0.9999888735766506,0.00045366216104364724,0.0,0.9983769563082054,0.02285713225234351,0.5899558464423187,0.048863287479900167,26.811191961798862,2.2757656167125058,2.2757656167125058,1.0,0.8313101150199397,1.0000082908427665,3.0180908953646797,0.004134017958353067,0.21828589258885364,0.008046879324416688,52.39798760183439,1.838450274073793,1.838450274073793,0.0,0.7015264463082742,2.000008290980243,1.0075109981787933,0.0031833534880064723,0.09302333738263205,0.0034428762661360022,28.7734266832864,1.0317693484823627,1.0317693484823627,0.0,0.5820349748343712,3.0,1.008462443338475,0.003127269164860066,0.045093033298496704,0.0031362690579395157,14.92912564256715,0.9991939072126539,0.9991939072126539,0.0,0.45333836319468057,4.00000829070529,1.0228131340901938,1.5,3.5,0.0,0.0,1.0,205885.5,0.0,-1.0,-1.0,-1.0,1.3065035472861628e-05,0.0
llama33-70b,131072,1,46,120604.5,3.8505992883583877,3.8501284061403265,5.584079242473875,5.555240497765218,0.28289602190640356,0.036332891920707114,23105.0,0.19155673904601705,9.319886538562363,3.670684687316416,0.20009263330298582,0.8385810851184019,3.190359818593907,1.0,0.16385394701233508,1.0973892917887704,0.06269314547721466,0.9451271290575882,1.0450972701124646,1.0,0.38952849895524877,0.3211450696918293,0.018161603225226454,0.973410273034566,0.31028315941210116,0.0,0.6167942084569709,0.0852548398841429,0.004967818286416693,0.9915912313811714,0.08413823973877868,0.0,0.8158581074626885,0.022455365787400032,0.0013144006408899512,0.9979853819249085,0.022377834885451132,0.0,0.9293091261933731,0.005727277529502594,0.00033394650807424495,0.9996007696551263,0.005723823176933764,0.0,0.977506643900821,0.0003662716202543131,2.1234741133768804e-05,0.9999712894604333,0.0003662373948663979,0.0,0.9982763544962416,0.04405688017331292,0.5251857113886735,0.10355133193491181,11.912502429702357,2.372664278609497,2.372664278609497,1.0,0.8233974783691654,1.0,4.964924386264083,0.006616392886711857,0.16405485031038547,0.01755927375265387,25.16039964947172,2.9966632078076003,2.9966632078076003,1.0,0.6914925453483165,2.000008290980243,2.134916343828007,0.0024655857026028415,0.07483106287102215,0.0035283097242138277,34.48785336701252,1.4741386476527991,1.4741386476527991,0.0,0.5766374699162928,3.000008291392726,0.8771093194310632,0.0017617562075930224,0.024513919949171563,0.002185783601102432,15.132904961792324,1.0339908041686134,1.0339908041686134,0.0,0.45041873280232103,4.000008290842766,1.0086441299794895,1.5,3.5,0.0,0.0,1.0,205885.5,0.0,-1.0,-1.0,-1.0,6.168637231045019e-05,0.0
llama33-70b,131072,1,47,120604.5,3.2693654121220317,3.268812154342174,4.744592493551531,4.716697266922358,0.2877247586273592,0.1459119942113435,21693.5,0.179892447900384,8.437320113025951,3.3054249330271324,0.2988063226187615,0.8903969837025272,3.1939505983801526,1.0,0.2217323486833127,1.0596069695939643,0.09586525430610732,0.9429419289272936,1.0401262574778989,1.0,0.39651188686270217,0.3104054469141518,0.028321904987219593,0.9732909796028548,0.30215533648288495,0.0,0.6237865452284611,0.08408719140306768,0.007833219264342876,0.992067994737373,0.0828920236380746,0.0,0.819334775448441,0.02185596990171851,0.0020637729401655983,0.9981590889919214,0.021793267361444636,0.0,0.9312476104493015,0.00560280439852678,0.0005286722690890435,0.9996630493134657,0.005600414129952703,0.0,0.9786738247201072,0.0003591581728399075,3.3795557025447195e-05,0.9999787174469261,0.0003591530731391519,0.0,0.9983613037760185,0.046997417514991424,0.5759777588750858,0.10234537458174045,12.884425475991202,2.182802545882188,2.182802545882188,1.0,0.820241450185215,1.0,6.109625336603346,0.009400977088490392,0.22613393387866682,0.02358884167594897,24.427842822953615,2.4335009070794484,2.4335009070794484,1.0,0.6798900588465957,2.0,2.197856915021859,0.0034055828347068565,0.08878586767078012,0.006081917609789629,26.211446691311956,1.8832413750223012,1.8832413750223012,0.0,0.5523560022541498,3.0,1.1198506085249929,0.002497162208031595,0.034625058716678175,0.0030632669513442337,15.52465029128511,1.1350166691257462,1.1350166691257462,0.0,0.42475954595350796,4.0,0.9787622285846215,1.5,3.5,0.0,0.0,1.0,205885.5,0.0,-1.0,-1.0,-1.0,3.365079046261951e-05,0.0
llama33-70b,131072,1,48,120604.5,2.0207493557456804,2.0199932113406915,2.9573646002856004,2.91532507441386,0.2761480131574496,0.7310573466289899,17231.0,0.1428571557303752,3.335511643051733,2.117934288595116,0.49441074922866995,0.8635594392851346,2.057231114723255,1.0,0.22739697829753797,0.7607698776654852,0.17723890374925078,0.9765724857517362,0.7581512757253848,0.0,0.41451648480825165,0.22950930477513531,0.05345198296108879,0.9917819274116846,0.2292025175761227,0.0,0.6254470708998946,0.06292321703428434,0.015031115003348205,0.9977755701205664,0.06290371367218514,0.0,0.8172867900166119,0.01674503965476335,0.004019467482873784,0.9992223755753964,0.016743156622435904,0.0,0.9319205208358836,0.004320704939815434,0.001028111486339859,0.9997475899699997,0.004320320363713454,0.0,0.9777913178814355,0.0002771531514980278,6.55861739558784e-05,0.9999744893056401,0.0002771468013302733,0.0,0.9983455201962732,0.15328296502487135,5.233210056331281,0.30491842764060684,31.147079666326626,1.9937534029512496,1.9937534029512496,0.0,0.7934916830117793,1.0000082916677053,2.606746112833756,0.051752827049956276,1.112826058270997,0.13204941001144987,21.06223676676646,2.563739129459793,2.563739129459793,1.0,0.6306200618486615,2.0,2.485453264348157,0.021226119876938114,0.21178014846683607,0.061296185795587765,9.981289158799441,2.917307697806363,2.917307697806363,1.0,0.48388073067387505,3.0,2.871783043124271,0.009124595166149597,0.0597250159365698,0.030443697779672894,7.236776000922447,3.3021438459230117,3.3021438459230117,1.0,0.3445949867745707,4.0,2.0877904341528004,1.5,3.5,0.0,0.0,1.0,205885.5,0.0,-1.0,-1.0,-1.0,3.563748935922836e-05,0.0
llama33-70b,131072,1,49,120604.5,3.22311272650569,3.2218243527914856,4.664604368001234,4.649968746755864,0.2730058965671247,0.9002903641138229,3.0,2.4874178115698093e-05,0.723027097906228,4.126605419182317,0.39162516904679157,0.8628866900987444,3.860567551444034,1.0,0.255309430287462,1.2316670769998925,0.12073851932277332,0.9768695294403476,1.22561140775479,1.0,0.429760988208873,0.3644203394113127,0.03500726195465276,0.9914587232510577,0.3636559633487134,0.0,0.6668814945687602,0.10353465091638873,0.009886550864381767,0.9969079833177241,0.1034190290450121,0.0,0.8391477999004828,0.027679100122544847,0.0026213112292697545,0.9989718090616342,0.027666655556603338,0.0,0.9412320420914334,0.007105065820642877,0.00067517575136039,0.9996954464392731,0.007104136459091737,0.0,0.9825122873875201,0.00045474697314351896,4.322033058751224e-05,0.9999815507398893,0.0004547305973451249,0.0,0.998618136358262,0.019213960514215297,2.4805908340195697,0.02279451525567942,110.03883089120382,1.060984581581291,1.060984581581291,0.0,0.8288281191698246,1.0000082913927257,0.8526751235666779,0.016408233923170604,0.6771518033776989,0.017774165651348282,35.68535789009064,1.0103861754884529,1.0103861754884529,0.0,0.6845563815245242,2.000004145765101,1.4687322238653795,0.014691562260027196,0.34611552744488294,0.015143055093273088,12.542490142511715,1.0010456427895589,1.0010456427895589,0.0,0.5494167070389773,3.0,2.2448033649489814,0.014606689458812369,0.37630491344368255,0.014661194511379051,22.07193660066739,1.0003035417151493,1.0003035417151493,0.0,0.419183793658394,4.0,0.6871331906943885,1.5,3.5,0.0,0.0,1.0,205885.5,0.0,-1.0,-1.0,-1.0,1.4200710296623014e-06,0.0
