model,ctx,layer,head,L,tau,tau_nosink,ladder_bits,ladder_bits_a_only,w_cv,top1,n95,eff_frac,entropy,c1_abs,c1_rel,alpha1,resid1_abs,evict_beats_b1,spearman_top_b1,c2_abs,c2_rel,alpha2,resid2_abs,evict_beats_b2,spearman_top_b2,c3_abs,c3_rel,alpha3,resid3_abs,evict_beats_b3,spearman_top_b3,c4_abs,c4_rel,alpha4,resid4_abs,evict_beats_b4,spearman_top_b4,c5_abs,c5_rel,alpha5,resid5_abs,evict_beats_b5,spearman_top_b5,c6_abs,c6_rel,alpha6,resid6_abs,evict_beats_b6,spearman_top_b6,c8_abs,c8_rel,alpha8,resid8_abs,evict_beats_b8,spearman_top_b8,err_wf1,err_uniform1,err_evict1,gain_u1,gain_e1,gain_best1,in_band1,evict_frac1,mean_bits1,lin_ratio1,err_wf2,err_uniform2,err_evict2,gain_u2,gain_e2,gain_best2,in_band2,evict_frac2,mean_bits2,lin_ratio2,err_wf3,err_uniform3,err_evict3,gain_u3,gain_e3,gain_best3,in_band3,evict_frac3,mean_bits3,lin_ratio3,err_wf4,err_uniform4,err_evict4,gain_u4,gain_e4,gain_best4,in_band4,evict_frac4,mean_bits4,lin_ratio4,prompt,step,synthetic,quantized,norm_correct
llama33-70b,131072,34,16,120604.5,0.8176628960147665,0.8173648945350396,1.2023312225611051,1.1796382051994119,0.2555141063790296,0.0003802618441090868,95980.0,0.795768286969678,11.351657076416128,0.2563964487334317,0.3865602913367536,0.8409381614869919,0.23947182268097084,0.0,0.31675880978007787,0.07592349664798378,0.11536220408053727,0.9475842782110957,0.07469531796774984,0.0,0.585696491043471,0.02242958459333859,0.033831291611690996,0.9816831457311901,0.02221845805965614,0.0,0.7870074581181423,0.0061462988633625235,0.009298075740163966,0.9947339679034819,0.006132370939395491,0.0,0.9076671691927148,0.001613073001569633,0.002436169074736208,0.9986456347699888,0.001611855487079628,0.0,0.9680002712254316,0.00041731992946035296,0.0006345487929639465,0.9996684070110051,0.0004172184623944006,0.0,0.990226604395483,2.6687251515512675e-05,4.032483727183162e-05,0.9999744472611269,2.6686549725472542e-05,0.0,0.9992553860268153,0.0436351582365211,0.030684421961732232,0.2704188291781453,0.7215943873265519,6.214779723985048,0.7215943873265519,0.0,0.4098346228217591,1.0000082912895927,3.009938884150775,0.016048673030060204,0.010534271351562898,0.15802727824593304,0.6352445702037838,9.826832235026945,0.6352445702037838,0.0,0.11472507348956705,2.0,3.557730999302474,0.014572340711794574,0.0050206827469216715,0.10646976892906834,0.31265571438747997,7.3008648783367445,0.31265571438747997,0.0,0.013196940190332754,3.0,7.618485755580178,0.005325532901968016,0.001391993181636297,0.07380389248259485,0.2465119503328917,13.792654886844378,0.2465119503328917,0.0,0.000642652447751353,4.0,9.702555600709623,1.5,3.5,1.0,0.0,1.0
llama33-70b,131072,34,17,120604.5,0.9475678571662018,0.9472021065915535,1.4139127423580624,1.3670514484394611,0.2254458788068618,0.0005419484794615747,91191.0,0.7560659135447954,11.055459962300315,0.20346606621841618,0.23273687895161893,0.8220248722319337,0.1762489923575412,0.0,0.44364968995927656,0.05993899668318742,0.06838959574976937,0.9484855746445506,0.05744286440808126,0.0,0.6690228123153326,0.017271196633456987,0.019718278105054575,0.9859787781488155,0.017077421617951026,0.0,0.8371842888565809,0.004705199071718763,0.005382288973382951,0.9962671793268938,0.004692458278791785,0.0,0.9364871992806763,0.001229094639130601,0.0014119204856299565,0.9990400262299156,0.0012284237939766984,0.0,0.9804113007699677,0.00031673639135887665,0.00036368318533791457,0.9997178500739846,0.00031666194147106017,0.0,0.9944443657731039,2.0422602864577326e-05,2.3245562464687434e-05,0.9999898478770044,2.042240863760062e-05,0.0,0.9995897506868173,0.06132680819345715,0.0752157137085453,0.3453485310986212,1.2478959513053813,5.59505426319089,1.2478959513053813,0.0,0.4536434931972353,1.0,2.9629734226113693,0.02011027642209378,0.02550590960662371,0.1875673585520508,1.2827305573383536,9.428999251032845,1.2827305573383536,0.0,0.09709796442933544,2.0000082907396584,3.499176601130028,0.013460020568771868,0.011823379145945535,0.12023791760138106,0.8216796174721664,8.872037809355675,0.8216796174721664,0.0,0.006745557856149044,3.0,5.369015320672416,0.004316685814519959,0.0042557220907080695,0.0796532247810578,0.9285762491415765,18.194532744885084,0.9285762491415765,0.0,9.950578809104715e-05,4.000008291014613,4.581850543157852,1.5,3.5,1.0,0.0,1.0
llama33-70b,131072,34,18,120604.5,0.9516329817734555,0.9513015291665299,1.369383194362956,1.3729161835509416,0.2518585804145599,0.0004962412632386605,91753.5,0.7607858382000444,11.091715582785456,0.24245489449995006,0.273137007467255,0.8210771111177324,0.21200939348718656,0.0,0.41506068861657996,0.07061888343559793,0.07991382485803196,0.9277678979952853,0.06612273905166434,0.0,0.6382561336199228,0.02047822738954601,0.022993379307791842,0.9741075994891416,0.019849944356396965,0.0,0.8226983219125268,0.005511851954417309,0.006195772351079874,0.9929579092423197,0.005463445776720187,0.0,0.9306197643138423,0.0014416369670117648,0.0016207493766143928,0.9984046884785249,0.0014389839013980914,0.0,0.9780453611985375,0.00036937016874143683,0.00041757892922939974,0.9996080735892483,0.0003692716866271566,0.0,0.993443235409756,2.382698373324667e-05,2.6847803065030255e-05,0.999961236280311,2.3826475016461246e-05,0.0,0.9995025120096642,0.04611508247359275,0.055081750754940484,0.26748905101119425,1.2022530533897346,5.765129306952933,1.2022530533897346,0.0,0.471388976150531,1.0,2.831697669856566,0.030536985159437653,0.019192780962383985,0.16208385473566073,0.6231109808946556,5.37393223088567,0.6231109808946556,0.0,0.0980354620084797,2.000004145352645,5.623271218171897,0.022467031458904045,0.006090601330599351,0.1092254706074241,0.25857446875637313,4.986805699229036,0.25857446875637313,0.0,0.008976256629592677,3.0000041453870137,13.496415752577006,0.0085668518151864,0.001590195718947359,0.07336989776049885,0.18452957605024625,8.825595340628752,0.18452957605024625,0.0,0.0003897536260598258,4.0,18.100120247027796,1.5,3.5,1.0,0.0,1.0
llama33-70b,131072,34,19,120604.5,0.9612028092900649,0.9609783242784613,1.3963103678006847,1.3867225262513168,0.25347122060564925,0.00023466338986827945,91357.0,0.7575866902508734,11.180993734484577,0.2608709927181856,0.28345099579182387,0.8846293335691264,0.24637129150279588,0.0,0.2969362128019475,0.07662609134006,0.08416371531915548,0.9537549942574366,0.07428969378911679,0.0,0.5294084090406137,0.022139345503094987,0.02446737572402547,0.9832224321081158,0.02183039427101912,0.0,0.7436970472557201,0.00602082595340416,0.006646234936779599,0.9952071270462697,0.006001718329234993,0.0,0.8950862297953406,0.0015756247148254968,0.0017358917357440163,0.9987329493594941,0.0015737769659870233,0.0,0.9622174667097738,0.00040609250928039616,0.00044795867601788456,0.9997208104475515,0.00040599877757099595,0.0,0.9887255147046368,2.60644754163496e-05,2.8751933229740057e-05,0.9999735475197642,2.6064438438932268e-05,0.0,0.9990891780359497,0.05372779922938749,0.06805959887877638,0.26204132213266373,1.2569434601090546,4.849526570236334,1.2569434601090546,0.0,0.4972949842746976,1.0000082908771346,2.28356548804092,0.033955044868234883,0.026557080095244188,0.15407357579656022,0.7680036666058052,4.46602950124205,0.7680036666058052,0.0,0.14606998418809422,2.000008291014613,4.006378579610518,0.017870187172702293,0.008641440645367378,0.10090344779897736,0.4753521257722727,5.540888177454555,0.4753521257722727,0.0,0.012748728853349437,3.000008290911505,6.625178938369862,0.005824665480923558,0.0022635132441105863,0.06561701237994898,0.3836958596197987,11.108187952558737,0.3836958596197987,0.0,0.00033996260669048764,4.000008290877135,8.102306200987954,1.5,3.5,1.0,0.0,1.0
llama33-70b,131072,34,20,120604.5,1.189252562645779,1.1887715385925492,1.708983757122608,1.7157287744935565,0.21487662579500816,0.0014367573350385515,77955.0,0.6463850730393523,10.640008177151396,0.27645430923699144,0.1997705094799788,0.8507939246203846,0.2505893470944035,0.0,0.42004604650038746,0.08452601832037562,0.06226371286397566,0.94050980176667,0.08060464173139915,0.0,0.6780572264801563,0.02423139430840883,0.0177975250469612,0.9786538546079163,0.02376014789857709,0.0,0.8505262442441945,0.006570012343197654,0.0048120873055882704,0.9943684547560241,0.006528550148831426,0.0,0.9481299529093439,0.0017172790302802331,0.0012430040681571774,0.9986792603252929,0.001715282288529755,0.0,0.9838705313873828,0.0004407934582483706,0.0003217240729641921,0.9996590345875289,0.00044061575983624286,0.0,0.9954637665372341,2.826496782955339e-05,2.062058362587431e-05,0.9999686371831977,2.826391198989903e-05,0.0,0.9996658619415286,0.05381258524592029,0.05885448928360468,0.32063255120584067,1.1061931954885544,5.910076440494188,1.1061931954885544,0.0,0.5519885089161509,1.0000082907740266,6.348862917881075,0.013582436680367441,0.021422730437133115,0.16713260483181291,1.617759925283499,12.210095086465241,1.617759925283499,0.0,0.2223618109977737,2.0000082907396584,5.597819840314683,0.018126583092628726,0.007198503072952328,0.10347451448528594,0.4309274903507684,5.898344768782554,0.4309274903507684,0.0,0.05842060260047796,3.000004145352645,20.171350886013606,0.009030275891022952,0.002883447575172231,0.06608725114643915,0.3151713296707002,7.30116794528883,0.3151713296707002,0.0,0.010024165508446205,4.000004145352645,24.344623657972768,1.5,3.5,1.0,0.0,1.0
llama33-70b,131072,34,21,120604.5,0.826945584179006,0.8265395912701549,1.2280246051892907,1.1930302933800787,0.24279226232790665,0.0006623454270451316,95627.5,0.7928605777202932,11.265112886684983,0.2916318543460478,0.4227143907081388,0.7949403661372397,0.25819784994627204,0.0,0.40836288430059897,0.08700111563231333,0.12717570968427389,0.9339814724599977,0.08411382027610619,0.0,0.6737439767989097,0.024759699101768014,0.03642113597600606,0.9836518433382595,0.024571826314099522,0.0,0.8421114441064436,0.006774458181538889,0.009962014829099504,0.9962365578540182,0.006764514727823305,0.0,0.9411832058633769,0.0017759854568209455,0.0026249919780571293,0.998859860881327,0.0017749072848571358,0.0,0.9807216585633849,0.0004593165273311579,0.0006742377451788128,0.9996934666626016,0.0004592108150773508,0.0,0.9944322109117811,2.939697686733463e-05,4.3250220357616764e-05,0.9999901213695634,2.939674202822288e-05,0.0,0.9995790783198193,0.048302983573193015,0.05611150294849198,0.3305211009294968,1.273214820377135,6.85066814959009,1.273214820377135,0.0,0.43282001987433083,1.0000082907052903,2.305604867983689,0.013789687052368223,0.012878469142356845,0.18400582245571726,0.908950403915868,13.242320200179304,0.908950403915868,0.0,0.12985014319691368,2.0,3.533604350490887,0.012937211393721577,0.004931133149283755,0.1194815835899656,0.39715079081088267,9.216634494841877,0.39715079081088267,0.0,0.02206311968132267,3.0,8.666580561688976,0.005106166004039354,0.002002992553940692,0.08023973660989439,0.37410827601419416,15.562389847932364,0.37410827601419416,0.0,0.002064625533652957,4.000008291530202,8.323352103120175,1.5,3.5,1.0,0.0,1.0
llama33-70b,131072,34,22,120604.5,0.5337012948337494,0.5334907490554641,0.8088115164653573,0.7699682113726689,0.24678782452173673,0.00012090696976601006,105069.5,0.8712230566169084,11.538690199525144,0.23545256955424954,0.8369808083637731,0.7951782586694061,0.22268986758819614,0.0,0.241447424830467,0.07613572213135947,0.2702384377585656,0.9381602170093674,0.0751630388923569,0.0,0.45975893372261173,0.022243336944112208,0.0792157784547946,0.9837336055165273,0.022177580686908525,0.0,0.667520655805425,0.006110019377047117,0.021703679152182163,0.9952787658510907,0.006102941851724761,0.0,0.8460688030761017,0.0016000437733238973,0.005694047788992965,0.9987379247631611,0.0015998459125021781,0.0,0.9419853416459678,0.00041136988311895933,0.0014661080968726753,0.9996993400597307,0.0004113511492961232,0.0,0.982089596818159,2.6452942823235537e-05,9.429249459271409e-05,0.9999832199066444,2.6452876172196994e-05,0.0,0.998611882026466,0.05927830191447999,0.045963730646383635,0.37778683749634784,0.7208699591819956,6.271550780939405,0.7208699591819956,0.0,0.26804889524043407,1.0000041453526451,1.8828471616159685,0.020501330041490295,0.030643621969300375,0.2574440225165676,1.3521584097574055,12.704334372783407,1.3521584097574055,0.0,0.01720206225422067,2.000008290980243,1.0696913783763222,0.007762948844831762,0.010754639129199228,0.17420749875945224,1.3763690890448315,21.710535320587965,1.3763690890448315,0.0,0.0003067952848909355,3.0000082907396584,1.0664968548524763,0.0019766443426189,0.002366074159242896,0.11457011702953791,1.1465780921371842,55.98303302337377,1.1465780921371842,0.0,3.3165020998422156e-05,4.000008290774026,1.2386435774527071,1.5,3.5,1.0,0.0,1.0
llama33-70b,131072,34,23,120604.5,1.168317963922049,1.1679299865385175,1.658158699386566,1.685526532731831,0.24351331915616356,0.0008518629948447613,80685.0,0.6690575820800208,10.953762111099678,0.39129343609545153,0.2979820282951067,0.7163415557120117,0.2900262924837862,0.0,0.3574964699577524,0.11234757004668562,0.08419883259393396,0.89450275170858,0.09739565169861805,0.0,0.6236864779397306,0.031238990832879378,0.02357294664896169,0.9678129389004699,0.02984815066938564,0.0,0.8250032320030922,0.00836623795451473,0.006281393036867269,0.991879397418782,0.008282202410664796,0.0,0.932534948705416,0.0021815772245433462,0.0016249006251885757,0.9979318149120553,0.002175421308175483,0.0,0.9786191764677821,0.0005618114816869594,0.0004182065263459866,0.999478774030276,0.0005614746187686974,0.0,0.9940498126537931,3.6024872509426504e-05,2.6918058477392276e-05,0.9999677935057731,3.6024216683175904e-05,0.0,0.9995660998953642,0.0689243211293867,0.12288293700807622,0.2933370233246909,1.7927061121110728,4.236033193786371,1.7927061121110728,0.0,0.5834854089424711,1.0,2.8983164047630883,0.011791128265005241,0.04676614207052672,0.15040051698823034,4.122247345416936,12.80373366144714,4.122247345416936,1.0,0.30958154008382655,2.0,1.480133943107453,0.014609390369038303,0.016519004778071517,0.09399778607765577,1.1001326002733103,6.58006532052298,1.1001326002733103,0.0,0.0964581448314453,3.000004145352645,4.803447442378934,0.009096931237668915,0.003796006735906305,0.06030745043306051,0.4441951330377212,6.6769655855195795,0.4441951330377212,0.0,0.016228677991310118,4.00000829070529,11.835381878340534,1.5,3.5,1.0,0.0,1.0
llama33-70b,131072,34,24,120604.5,1.5756752430847834,1.575499337115264,2.0336481393150216,2.273218859249929,0.33343807610306586,0.0003658912231646758,72853.5,0.6040870297837366,11.009155243685928,0.7762203517290421,0.3145949875014259,0.8429721633159095,0.7160866927733871,0.0,0.2825589429405685,0.2335064347138131,0.09404131356333152,0.9827811745649817,0.23292669448611772,0.0,0.45711415975329106,0.06809561553349018,0.027315956861136085,1.0029765024155366,0.06799823564994684,0.0,0.6969103473135787,0.018741515254869234,0.007564840133293699,1.002596071151006,0.018721931706844306,0.0,0.8604612993023038,0.004967174089161801,0.0020053072728533844,1.0009984451250529,0.004965308845124002,0.0,0.9494909334354193,0.0012740562084927257,0.0005152717542604519,1.0002198437549277,0.001273932798747956,0.0,0.9843477781382581,8.134704787983221e-05,3.274715172722576e-05,1.0000064873811874,8.13468041547069e-05,0.0,0.998845507479978,0.03266441340939043,0.026145501684586472,0.056814637070752315,0.7969901538616304,1.7372615581432254,0.7969901538616304,0.0,0.6673646412963254,1.0000082907396584,4.399471356214734,0.015608323188084711,0.010208403373381976,0.041808721375164316,0.6461498854848413,2.64156348551094,0.6461498854848413,0.0,0.43058538648444694,2.000004145387013,6.002047498385158,0.006149552440768145,0.00371990403402043,0.03208893079063828,0.6084146073838096,5.102005254137659,0.6084146073838096,0.0,0.26845860295967783,3.0000041453870137,6.827999557365065,0.001957603815438587,0.001112458091014548,0.02328907486104974,0.5800079299239522,11.471770183269307,0.5800079299239522,0.0,0.16023785898240925,4.0,7.049934648964304,1.5,3.5,1.0,0.0,1.0
llama33-70b,131072,34,25,120604.5,0.9352308153534514,0.9351001365411813,1.1638918479333902,1.3492528593969664,0.3078362081631473,0.00011311933996009496,94012.0,0.7795033624850682,11.414722205597489,0.5456683686062437,0.6254381294081681,0.8438866265402226,0.5234814926162918,0.0,0.21004768619268765,0.16983467824109483,0.1987191912595841,0.9641138634725056,0.16870753982545778,0.0,0.38017559601394746,0.04898682785952142,0.057738835151430995,0.9965975314731153,0.048973442626314874,0.0,0.5852726761090161,0.013385146435077003,0.015757671098248965,1.0005082326175994,0.013385033879810054,0.0,0.7834373837564286,0.0035419984203010936,0.004152206024227396,1.0002577613011594,0.0035419704134130726,0.0,0.9129816955300913,0.0009096776890369551,0.0010644422891709013,1.0000404012770225,0.0009096704688862725,0.0,0.9725046365733273,5.8190458684664907e-05,6.811892071013797e-05,1.0000084776840799,5.818990682857846e-05,0.0,0.9977263366720492,0.04935365258126771,0.018813636581247347,0.13025292846216108,0.3830283099452829,2.5937410909850582,0.3830283099452829,0.0,0.5602717292595163,1.0,4.589989816399523,0.015324486451483606,0.00578243032933145,0.08967710833928966,0.37348656252595,5.704095991497908,0.37348656252595,0.0,0.25903908905776196,2.000008291530202,4.702983138097645,0.0040613651731493785,0.0022483681157109267,0.06498711782685562,0.5656568153707691,15.390839044478474,0.5656568153707691,0.0,0.09385311425074738,3.0,3.012949756550616,0.0021503115194876727,0.0010228048416624893,0.04715638013686702,0.5214392166091024,21.94046894466745,0.5214392166091024,0.0,0.031218526082197103,4.0,3.2423206112904106,1.5,3.5,1.0,0.0,1.0
llama33-70b,131072,34,26,120604.5,0.9986437722001017,0.9985331673791837,1.2470685059157027,1.4407384177677343,0.3137888606468637,9.731382427040332e-05,90259.5,0.7483862411685921,11.390622726524553,0.38611509821037504,0.3879903276478458,0.880707823853623,0.3713252641667206,0.0,0.20756939668236213,0.11982815515543796,0.119817755844918,0.9831934181813695,0.11928971600193711,0.0,0.39796020020220535,0.0349540130617601,0.034983493862616455,1.0037643809521521,0.03493489168164969,0.0,0.6292271611391842,0.009680408344471293,0.009683137576368059,1.0036817878427688,0.009671417217954587,0.0,0.8150597458247734,0.002555448423047689,0.002562920902205716,1.0014601487451142,0.002553834290018992,0.0,0.9311152214875049,0.0006556646929823343,0.0006561577004302911,1.0003790618433317,0.0006555459923136229,0.0,0.9780395652774982,4.1716581838197134e-05,4.1518096339226775e-05,1.0000217883255589,4.171598666898494e-05,0.0,0.9983011763544267,0.023340538906973123,0.02073108423285066,0.09578865858145058,0.8702609767514162,4.095011451963388,0.8702609767514162,0.0,0.4623427666437261,1.0000041453526451,1.9198340620118692,0.01042190757313856,0.0058072537389696356,0.06502942512679888,0.5441324246596116,6.199244693067058,0.5441324246596116,0.0,0.20627161230937632,2.000004145352645,3.324374610456799,0.003897629879250443,0.003219084077249308,0.046906144860478616,0.7240252256650109,11.976344618015505,0.7240252256650109,0.0,0.08035785347527566,3.0000082912895927,2.5421207761096936,0.0035767138080773277,0.0012048478870585444,0.034384984274866734,0.3238505591345482,9.518873313169708,0.3238505591345482,0.0,0.022629657195921957,4.0,5.686929056138206,1.5,3.5,1.0,0.0,1.0
llama33-70b,131072,34,27,120604.5,1.237028931084065,1.2368277464424446,1.6033560297686575,1.7846555043111554,0.3210745067410478,0.00028075451510081777,79592.5,0.6599573101803343,11.102086462794674,0.6022420728397941,0.39323133186608994,0.8255320418786081,0.5591010023927228,0.0,0.24529018268203323,0.19281113642739162,0.12776349214207772,0.9460486412811027,0.1903432500997066,0.0,0.45697616393566487,0.05738731535097229,0.037742364443381374,0.9815859770179212,0.05709257864482829,0.0,0.710485130928364,0.015640968065822637,0.010302740960098335,0.9946198571690948,0.015595429341060615,0.0,0.8728675632313292,0.0040593194013899235,0.0026668369873917713,0.9988461123450065,0.00405725791874114,0.0,0.954149549052411,0.001031799432315043,0.0006798326194931597,0.9996916700065464,0.0010316690225745414,0.0,0.9866862731928507,6.574544660908672e-05,4.3277271624202716e-05,0.9999795892054404,6.574493270479172e-05,0.0,0.9989787420999695,0.04120615783715705,0.03708775343411089,0.06609690178122545,0.911676879250128,1.6238993933578048,0.911676879250128,0.0,0.6478324432873219,1.0,3.3201462626368086,0.021099745588160464,0.017147488583405656,0.05237539859635932,0.8282725861867313,2.463130942921564,0.8282725861867313,0.0,0.39319471598095423,2.0,4.055712956871027,0.008809788841162462,0.007742877593269419,0.0416674049893237,0.9498354703778442,4.599714204593466,0.9498354703778442,0.0,0.20805035201631963,3.000008291530202,3.4905480221252057,0.0024670895975986394,0.002655702068489154,0.031387344800735816,1.1446250912028082,12.680871380585906,1.1446250912028082,0.0,0.08337406598276581,4.0,2.8104075913163715,1.5,3.5,1.0,0.0,1.0
llama33-70b,131072,34,28,120604.5,1.0309305370296424,1.0307938062542634,1.2796959415903162,1.487318373273661,0.32258796321235306,0.00014387493845287354,89763.0,0.7442789953226414,11.347088062578768,0.47234612753272376,0.45322735887765,0.8628509229360046,0.4536993245546022,0.0,0.24076986692914032,0.15289949726302854,0.14513302570565814,0.9880002907177509,0.15236605711758097,0.0,0.45912514108614466,0.04717656691091386,0.04417849247669199,1.0031846458903648,0.047160574668454816,0.0,0.6952214066159452,0.013154302800669027,0.012367691687681415,1.0017226912411474,0.013150277288104615,0.0,0.8678929280072802,0.0034593160126425884,0.003240466214435272,1.0007739916038263,0.0034584634651232474,0.0,0.9524291241973772,0.0008816783177143226,0.0008268920864251818,1.0002192284657383,0.0008816388410224961,0.0,0.9853965210234397,5.6015886189022634e-05,5.2543715731947086e-05,1.0000121210488158,5.601537122850942e-05,0.0,0.9988649574139044,0.03819249713350198,0.03440304604629324,0.09566128455075443,0.9283879354191289,2.536059455234727,0.9283879354191289,0.0,0.523253596451225,1.0,1.9810923006768641,0.015939604788508133,0.011112680181672479,0.07037354535530546,0.7013240585835039,4.3133253373406575,0.7013240585835039,0.0,0.24588532813730773,2.0,2.7300061264404194,0.005648007549537399,0.004757039905601695,0.05393766560240153,0.8292675050100453,9.601445646942228,0.8292675050100453,0.0,0.10874306517286275,3.0000041453870137,2.3550348297140102,0.001609291529863957,0.0014489143055130623,0.04075906632068198,0.9081577499416305,24.40822468346604,0.9081577499416305,0.0,0.04220977909192654,4.0,2.1163332793974416,1.5,3.5,1.0,0.0,1.0
llama33-70b,131072,34,29,120604.5,0.8427464027769567,0.8425991933481057,1.0391017363013866,1.2158260560133283,0.3059129761567195,0.00011980363412482828,95650.5,0.793117746687304,11.436950169470457,0.26651634265643986,0.37858348569636635,0.8696570778969268,0.25353343102087444,0.0,0.25889905069392577,0.08093867951005906,0.11404228541444761,0.9782162968270812,0.08036632829638346,0.0,0.4351131002223899,0.024138258981193688,0.034420854559743426,1.0002799308375918,0.024135832212113056,0.0,0.6491847349658115,0.006780190676229021,0.009646789450001081,1.0015034879762337,0.006776952278450145,0.0,0.8293092404530022,0.001776800588200112,0.002536382067043005,1.0005598243195832,0.00177667855709631,0.0,0.9367475465802513,0.0004540143626611383,0.0006476049667027412,1.0001506772016753,0.00045397916920169164,0.0,0.9813184210084174,2.900904937264455e-05,4.124017098206862e-05,1.0000011461468696,2.9008947543726462e-05,0.0,0.9985482362481221,0.02712505123761066,0.013472261230300571,0.09955746754327251,0.5080725471821299,3.627589296160214,0.5080725471821299,0.0,0.3508361525756815,1.0,2.8957361887124256,0.0069217784033824515,0.008252065718215375,0.07091378008073065,1.1895191763095097,10.177405554762924,1.1895191763095097,0.0,0.09455671753998396,2.0000082907396584,1.2882694616943466,0.004057694050014648,0.004059768725460816,0.052679278254670725,1.0248531011429554,12.581780709478231,1.0248531011429554,0.0,0.020736080533523757,3.000004145352645,1.5351074927090838,0.0024542670676929185,0.0015641211294847273,0.03858237524010352,0.6383308259441907,15.720143799899931,0.6383308259441907,0.0,0.004278233356706114,4.000008290911505,2.4552012193074217,1.5,3.5,1.0,0.0,1.0
llama33-70b,131072,34,30,120604.5,0.7661543714157342,0.7659467091612964,1.1524687398933056,1.1053271121968806,0.25963738344817466,0.0001658010889843638,97682.0,0.8099279132999864,11.420252316045136,0.4922129937469406,0.840289283920175,0.8426828126557993,0.47468271471981516,0.0,0.24395475106017728,0.14865603623068896,0.2611105174495068,0.9624877881927114,0.14762329580771727,0.0,0.4037142199765166,0.0440040708796511,0.07618589814850629,0.9905340950615654,0.04394351959318617,0.0,0.6011801216818506,0.011985363915015866,0.020776342800591145,0.997223787833561,0.01198089543780972,0.0,0.8239135824177644,0.0031864018033338614,0.005472999541905461,0.9990197290913403,0.0031855721852903267,0.0,0.933978178632119,0.000806146313522073,0.001402779873693433,0.9997463414733874,0.0008060941174594506,0.0,0.9797945679509987,5.105356300366659e-05,8.878196560336782e-05,0.9999983749990147,5.105287146268423e-05,0.0,0.9984676333345167,0.031612647781339105,0.041967410644564135,0.13483712621704327,1.3203562419462762,4.150088927693247,1.3203562419462762,0.0,0.541868796566467,1.0,1.5333265686801538,0.012631589041934864,0.022242008350115583,0.07306089828118506,1.7429311445951743,6.345099210136974,1.7429311445951743,0.0,0.24498997465950106,2.0000082908427665,1.1880962577304093,0.008239343714316068,0.011076825696956647,0.04617889498061758,1.486052882456625,5.782408957535035,1.486052882456625,0.0,0.07764761148086974,3.0000041453870137,1.318825919813822,0.0034830570553614007,0.003762428707644627,0.030259887080362126,1.32151619130893,8.624272672178648,1.32151619130893,0.0,0.013651546636305165,4.0,1.4567940231539405,1.5,3.5,1.0,0.0,1.0
llama33-70b,131072,34,31,120604.5,1.1078509337901057,1.1077106206459393,1.399190354892839,1.5982910482231931,0.3264111476225079,0.00013029062150295818,85827.5,0.7116652917175983,11.284716582412745,0.5574667585022288,0.45592123273316576,0.8477203735091701,0.5327145842727596,0.0,0.22478750008138196,0.16892538739894336,0.1385978502544212,0.9742086362727576,0.16824199898899928,0.0,0.40534397825472357,0.049116119845593234,0.04048251171913632,0.9978111071320621,0.049107212777294615,0.0,0.6296760877927946,0.013436654874455351,0.01106027422133533,1.0001693018008015,0.013433885931117322,0.0,0.8214101637696346,0.0035142742180108927,0.0028806744822107706,1.0002891641400433,0.0035141513778567672,0.0,0.9341704261671486,0.0008994133059431505,0.0007404261401119819,1.0000597986247493,0.0008993638195794354,0.0,0.9789770782221415,5.766763650395432e-05,4.7366676603310976e-05,0.9999978821960811,5.766736854729853e-05,0.0,0.998303755112744,0.04400326780978789,0.027241462338419342,0.08337285521597876,0.6244234643722456,1.8763670296641983,0.6244234643722456,0.0,0.59498519816174,1.000008291014613,3.4198201326206377,0.020773639039969705,0.008365623750985885,0.06311989044349257,0.4075448399620163,3.031753467281894,0.4075448399620163,0.0,0.32333163685258204,2.000008290774027,5.539622789411602,0.006204578350989219,0.0036992564472313402,0.0497952133901713,0.6046617783391853,7.979389549360005,0.6046617783391853,0.0,0.1550283416824484,3.000008290911505,3.6931623453868605,0.001428319081362474,0.0012994313443815313,0.03900357801557898,0.9058109501383573,27.26598243825945,0.9058109501383573,0.0,0.05805825823577313,4.0,2.425175781501363,1.5,3.5,1.0,0.0,1.0
